Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,15/5/2021,South,Tennessee,Knoxville,Men's Street Footwear,55.00,800,"440,000.00","198,000.00",45%,Outlet
Sports Direct,1197831,16/5/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,55.00,800,"440,000.00","198,000.00",45%,Outlet
Sports Direct,1197831,17/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,60.00,700,"420,000.00","189,000.00",45%,Outlet
Sports Direct,1197831,18/5/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,60.00,550,"330,000.00","181,500.00",55%,Outlet
Sports Direct,1197831,19/5/2021,South,Tennessee,Knoxville,Men's Apparel,55.00,500,"275,000.00","110,000.00",40%,Outlet
Sports Direct,1197831,20/5/2021,South,Tennessee,Knoxville,Women's Apparel,65.00,750,"487,500.00","292,500.00",60%,Outlet
Foot Locker,1185732,21/5/2021,South,Tennessee,Knoxville,Men's Street Footwear,35.00,425,"148,750.00","59,500.00",40%,Outlet
Foot Locker,1185732,22/5/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35.00,225,"78,750.00","27,562.50",35%,Outlet
Foot Locker,1185732,23/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,25.00,225,"56,250.00","19,687.50",35%,Outlet
Foot Locker,1185732,24/5/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30.00,75,"22,500.00","9,000.00",40%,Outlet
Foot Locker,1185732,25/5/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,125,"56,250.00","19,687.50",35%,Outlet
Foot Locker,1185732,26/5/2021,Midwest,Nebraska,Omaha,Women's Apparel,35.00,225,"78,750.00","39,375.00",50%,Outlet
Foot Locker,1185732,27/5/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,35.00,475,"166,250.00","66,500.00",40%,Outlet
Foot Locker,1185732,28/5/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.00,125,"43,750.00","15,312.50",35%,Outlet
Foot Locker,1185732,29/5/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25.00,175,"43,750.00","15,312.50",35%,Outlet
Foot Locker,1185732,30/5/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,50,"15,000.00","6,000.00",40%,Outlet
Foot Locker,1185732,31/5/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,125,"56,250.00","19,687.50",35%,Outlet
Foot Locker,1185732,1/6/2021,Midwest,Nebraska,Omaha,Women's Apparel,35.00,200,"70,000.00","35,000.00",50%,Outlet
Foot Locker,1185732,2/6/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,420,"168,000.00","67,200.00",40%,Outlet
Foot Locker,1185732,3/6/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,100,"40,000.00","14,000.00",35%,Outlet
Foot Locker,1185732,4/6/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,150,"45,000.00","15,750.00",35%,Outlet
Foot Locker,1185732,5/6/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,0,0.00,0.00,40%,Outlet
Foot Locker,1185732,6/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.00,50,"25,000.00","8,750.00",35%,Outlet
Foot Locker,1185732,7/6/2021,Midwest,Nebraska,Omaha,Women's Apparel,40.00,150,"60,000.00","30,000.00",50%,Outlet
Foot Locker,1185732,8/6/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,375,"150,000.00","60,000.00",40%,Outlet
Foot Locker,1185732,9/6/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.00,75,"26,250.00","9,187.50",35%,Outlet
Foot Locker,1185732,10/6/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25.00,75,"18,750.00","6,562.50",35%,Outlet
Foot Locker,1185732,11/6/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,0,0.00,0.00,40%,Outlet
Foot Locker,1185732,12/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,25,"11,250.00","3,937.50",35%,Outlet
Foot Locker,1185732,13/6/2021,Midwest,Nebraska,Omaha,Women's Apparel,35.00,150,"52,500.00","26,250.00",50%,Outlet
Foot Locker,1185732,14/6/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45.00,420,"189,000.00","75,600.00",40%,Outlet
Foot Locker,1185732,15/6/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,125,"50,000.00","17,500.00",35%,Outlet
Foot Locker,1185732,16/6/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35.00,100,"35,000.00","12,250.00",35%,Outlet
Foot Locker,1185732,17/6/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,25,"8,750.00","3,500.00",40%,Outlet
Foot Locker,1185732,18/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.00,50,"25,000.00","8,750.00",35%,Outlet
Foot Locker,1185732,19/6/2021,Midwest,Nebraska,Omaha,Women's Apparel,55.00,150,"82,500.00","41,250.00",50%,Outlet
Foot Locker,1185732,20/6/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,400,"160,000.00","64,000.00",40%,Outlet
Foot Locker,1185732,21/6/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.00,150,"52,500.00","18,375.00",35%,Outlet
Foot Locker,1185732,22/6/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,175,"52,500.00","18,375.00",35%,Outlet
Foot Locker,1185732,23/6/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,150,"45,000.00","18,000.00",40%,Outlet
Foot Locker,1185732,24/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,150,"67,500.00","23,625.00",35%,Outlet
Foot Locker,1185732,25/6/2021,Midwest,Nebraska,Omaha,Women's Apparel,50.00,325,"162,500.00","81,250.00",50%,Outlet
Foot Locker,1185732,26/6/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45.00,550,"247,500.00","99,000.00",40%,Outlet
Foot Locker,1185732,27/6/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,300,"120,000.00","42,000.00",35%,Outlet
Foot Locker,1185732,28/6/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,35.00,225,"78,750.00","27,562.50",35%,Outlet
Foot Locker,1185732,29/6/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,175,"61,250.00","24,500.00",40%,Outlet
Foot Locker,1185732,30/6/2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,175,"78,750.00","27,562.50",35%,Outlet
Foot Locker,1185732,1/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,50.00,350,"175,000.00","87,500.00",50%,Outlet
Foot Locker,1185732,2/7/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,45.00,500,"225,000.00","90,000.00",40%,Outlet
Foot Locker,1185732,3/7/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,45.00,275,"123,750.00","43,312.50",35%,Outlet
Foot Locker,1185732,4/7/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40.00,200,"80,000.00","28,000.00",35%,Outlet
Foot Locker,1185732,5/7/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,125,"37,500.00","15,000.00",40%,Outlet
Foot Locker,1185732,6/7/2021,Midwest,Nebraska,Omaha,Men's Apparel,40.00,100,"40,000.00","14,000.00",35%,Outlet
Foot Locker,1185732,7/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,45.00,275,"123,750.00","61,875.00",50%,Outlet
Foot Locker,1185732,8/7/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,400,"160,000.00","64,000.00",40%,Outlet
Foot Locker,1185732,9/7/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35.00,200,"70,000.00","24,500.00",35%,Outlet
Foot Locker,1185732,10/7/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,20.00,100,"20,000.00","7,000.00",35%,Outlet
Foot Locker,1185732,11/7/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,20.00,75,"15,000.00","6,000.00",40%,Outlet
Foot Locker,1185732,12/7/2021,Midwest,Nebraska,Omaha,Men's Apparel,30.00,75,"22,500.00","7,875.00",35%,Outlet
Foot Locker,1185732,13/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,35.00,150,"52,500.00","26,250.00",50%,Outlet
Foot Locker,1185732,14/7/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,325,"130,000.00","52,000.00",40%,Outlet
Foot Locker,1185732,15/7/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.00,150,"45,000.00","15,750.00",35%,Outlet
Foot Locker,1185732,16/7/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,50,"15,000.00","5,250.00",35%,Outlet
Foot Locker,1185732,17/7/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,25,"7,500.00","3,000.00",40%,Outlet
Foot Locker,1185732,18/7/2021,Midwest,Nebraska,Omaha,Men's Apparel,40.00,25,"10,000.00","3,500.00",35%,Outlet
Foot Locker,1185732,19/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,45.00,150,"67,500.00","33,750.00",50%,Outlet
Foot Locker,1185732,20/7/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,40.00,300,"120,000.00","48,000.00",40%,Outlet
Foot Locker,1185732,21/7/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.00,150,"45,000.00","15,750.00",35%,Outlet
Foot Locker,1185732,22/7/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,95,"28,500.00","9,975.00",35%,Outlet
Foot Locker,1185732,23/7/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30.00,125,"37,500.00","15,000.00",40%,Outlet
Foot Locker,1185732,24/7/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.00,100,"50,000.00","17,500.00",35%,Outlet
Foot Locker,1185732,25/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,55.00,200,"110,000.00","55,000.00",50%,Outlet
Foot Locker,1185732,26/7/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,50.00,450,"225,000.00","90,000.00",40%,Outlet
Foot Locker,1185732,27/7/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40.00,250,"100,000.00","35,000.00",35%,Outlet
Foot Locker,1185732,28/7/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,40.00,200,"80,000.00","28,000.00",35%,Outlet
Foot Locker,1185732,29/7/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,40.00,150,"60,000.00","24,000.00",40%,Outlet
Foot Locker,1185732,30/7/2021,Midwest,Nebraska,Omaha,Men's Apparel,50.00,150,"75,000.00","26,250.00",35%,Outlet
Foot Locker,1185732,31/7/2021,Midwest,Nebraska,Omaha,Women's Apparel,55.00,250,"137,500.00","68,750.00",50%,Outlet
Sports Direct,1197831,1/8/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,20.00,675,"135,000.00","54,000.00",40%,Outlet
Sports Direct,1197831,2/8/2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,30.00,675,"202,500.00","81,000.00",40%,Outlet
Sports Direct,1197831,3/8/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,475,"142,500.00","57,000.00",40%,Outlet
Sports Direct,1197831,4/8/2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,475,"166,250.00","83,125.00",50%,Outlet
Sports Direct,1197831,5/8/2021,South,Alabama,Birmingham,Men's Apparel,40.00,325,"130,000.00","45,500.00",35%,Outlet
Sports Direct,1197831,6/8/2021,South,Alabama,Birmingham,Women's Apparel,35.00,475,"166,250.00","91,437.50",55%,Outlet
Sports Direct,1197831,7/8/2021,South,Alabama,Birmingham,Men's Street Footwear,25.00,625,"156,250.00","62,500.00",40%,Outlet
Sports Direct,1197831,8/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,35.00,600,"210,000.00","84,000.00",40%,Outlet
Sports Direct,1197831,9/8/2021,South,Alabama,Birmingham,Women's Street Footwear,35.00,425,"148,750.00","59,500.00",40%,Outlet
Sports Direct,1197831,10/8/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,375,"131,250.00","65,625.00",50%,Outlet
Sports Direct,1197831,11/8/2021,South,Alabama,Birmingham,Men's Apparel,40.00,250,"100,000.00","35,000.00",35%,Outlet
Sports Direct,1197831,12/8/2021,South,Alabama,Birmingham,Women's Apparel,35.00,450,"157,500.00","86,625.00",55%,Outlet
Sports Direct,1197831,13/8/2021,South,Alabama,Birmingham,Men's Street Footwear,30.00,625,"187,500.00","84,375.00",45%,Outlet
Sports Direct,1197831,14/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40.00,625,"250,000.00","112,500.00",45%,Outlet
Sports Direct,1197831,15/8/2021,South,Alabama,Birmingham,Women's Street Footwear,30.00,450,"135,000.00","60,750.00",45%,Outlet
Sports Direct,1197831,16/8/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,350,"122,500.00","67,375.00",55%,Outlet
Sports Direct,1197831,17/8/2021,South,Alabama,Birmingham,Men's Apparel,40.00,250,"100,000.00","40,000.00",40%,Outlet
Sports Direct,1197831,18/8/2021,South,Alabama,Birmingham,Women's Apparel,35.00,400,"140,000.00","84,000.00",60%,Outlet
Sports Direct,1197831,19/8/2021,South,Alabama,Birmingham,Men's Street Footwear,20.00,650,"130,000.00","58,500.00",45%,Outlet
Sports Direct,1197831,20/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.00,650,"130,000.00","58,500.00",45%,Outlet
Sports Direct,1197831,21/8/2021,South,Alabama,Birmingham,Women's Street Footwear,15.00,475,"71,250.00","32,062.50",45%,Outlet
Sports Direct,1197831,22/8/2021,South,Alabama,Birmingham,Women's Athletic Footwear,20.00,375,"75,000.00","41,250.00",55%,Outlet
Sports Direct,1197831,23/8/2021,South,Alabama,Birmingham,Men's Apparel,25.00,275,"68,750.00","27,500.00",40%,Outlet
Sports Direct,1197831,24/8/2021,South,Alabama,Birmingham,Women's Apparel,20.00,550,"110,000.00","66,000.00",60%,Outlet
Sports Direct,1197831,25/8/2021,South,Alabama,Birmingham,Men's Street Footwear,10.00,700,"70,000.00","31,500.00",45%,Outlet
Sports Direct,1197831,26/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.00,725,"145,000.00","65,250.00",45%,Outlet
Sports Direct,1197831,27/8/2021,South,Alabama,Birmingham,Women's Street Footwear,15.00,575,"86,250.00","38,812.50",45%,Outlet
Sports Direct,1197831,28/8/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,500,"175,000.00","96,250.00",55%,Outlet
Sports Direct,1197831,29/8/2021,South,Alabama,Birmingham,Men's Apparel,50.00,400,"200,000.00","80,000.00",40%,Outlet
Sports Direct,1197831,30/8/2021,South,Alabama,Birmingham,Women's Apparel,45.00,750,"337,500.00","202,500.00",60%,Outlet
Sports Direct,1197831,31/8/2021,South,Alabama,Birmingham,Men's Street Footwear,45.00,750,"337,500.00","151,875.00",45%,Outlet
Sports Direct,1197831,1/9/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.00,750,"375,000.00","168,750.00",45%,Outlet
Sports Direct,1197831,2/9/2021,South,Alabama,Birmingham,Women's Street Footwear,45.00,650,"292,500.00","131,625.00",45%,Outlet
Sports Direct,1197831,3/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.00,600,"270,000.00","148,500.00",55%,Outlet
Sports Direct,1197831,4/9/2021,South,Alabama,Birmingham,Men's Apparel,50.00,500,"250,000.00","100,000.00",40%,Outlet
Sports Direct,1197831,5/9/2021,South,Alabama,Birmingham,Women's Apparel,55.00,875,"481,250.00","288,750.00",60%,Outlet
Sports Direct,1197831,6/9/2021,South,Alabama,Birmingham,Men's Street Footwear,45.00,825,"371,250.00","185,625.00",50%,Outlet
Sports Direct,1197831,7/9/2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.00,825,"412,500.00","206,250.00",50%,Outlet
Sports Direct,1197831,8/9/2021,South,Alabama,Birmingham,Women's Street Footwear,45.00,975,"438,750.00","219,375.00",50%,Outlet
Sports Direct,1197831,9/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.00,575,"258,750.00","155,250.00",60%,Outlet
Sports Direct,1197831,10/9/2021,South,Alabama,Birmingham,Men's Apparel,50.00,525,"262,500.00","118,125.00",45%,Outlet
Sports Direct,1197831,11/9/2021,South,Alabama,Birmingham,Women's Apparel,60.00,800,"480,000.00","312,000.00",65%,Outlet
Sports Direct,1197831,12/9/2021,South,Alabama,Birmingham,Men's Street Footwear,40.00,750,"300,000.00","150,000.00",50%,Outlet
Sports Direct,1197831,13/9/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55.00,750,"412,500.00","206,250.00",50%,Outlet
Sports Direct,1197831,14/9/2021,South,Alabama,Birmingham,Women's Street Footwear,55.00,925,"508,750.00","254,375.00",50%,Outlet
Sports Direct,1197831,15/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,50.00,425,"212,500.00","127,500.00",60%,Outlet
Sports Direct,1197831,16/9/2021,South,Alabama,Birmingham,Men's Apparel,55.00,425,"233,750.00","105,187.50",45%,Outlet
Sports Direct,1197831,17/9/2021,South,Alabama,Birmingham,Women's Apparel,60.00,675,"405,000.00","263,250.00",65%,Outlet
Sports Direct,1197831,18/9/2021,South,Alabama,Birmingham,Men's Street Footwear,55.00,625,"343,750.00","171,875.00",50%,Outlet
Sports Direct,1197831,19/9/2021,South,Alabama,Birmingham,Men's Athletic Footwear,55.00,575,"316,250.00","158,125.00",50%,Outlet
Sports Direct,1197831,20/9/2021,South,Alabama,Birmingham,Women's Street Footwear,60.00,625,"375,000.00","187,500.00",50%,Outlet
Sports Direct,1197831,21/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,60.00,350,"210,000.00","126,000.00",60%,Outlet
Sports Direct,1197831,22/9/2021,South,Alabama,Birmingham,Men's Apparel,45.00,350,"157,500.00","70,875.00",45%,Outlet
Sports Direct,1197831,23/9/2021,South,Alabama,Birmingham,Women's Apparel,40.00,575,"230,000.00","149,500.00",65%,Outlet
Sports Direct,1197831,24/9/2021,South,Alabama,Birmingham,Men's Street Footwear,30.00,525,"157,500.00","78,750.00",50%,Outlet
Sports Direct,1197831,25/9/2021,South,Alabama,Birmingham,Men's Athletic Footwear,30.00,525,"157,500.00","78,750.00",50%,Outlet
Sports Direct,1197831,26/9/2021,South,Alabama,Birmingham,Women's Street Footwear,35.00,475,"166,250.00","83,125.00",50%,Outlet
Sports Direct,1197831,27/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,325,"113,750.00","68,250.00",60%,Outlet
Sports Direct,1197831,28/9/2021,South,Alabama,Birmingham,Men's Apparel,30.00,300,"90,000.00","40,500.00",45%,Outlet
Sports Direct,1197831,29/9/2021,South,Alabama,Birmingham,Women's Apparel,40.00,475,"190,000.00","123,500.00",65%,Outlet
Sports Direct,1197831,30/9/2021,South,Alabama,Birmingham,Men's Street Footwear,20.00,625,"125,000.00","62,500.00",50%,Outlet
Sports Direct,1197831,1/10/2021,South,Alabama,Birmingham,Men's Athletic Footwear,20.00,625,"125,000.00","62,500.00",50%,Outlet
Sports Direct,1197831,2/10/2021,South,Alabama,Birmingham,Women's Street Footwear,45.00,575,"258,750.00","129,375.00",50%,Outlet
Sports Direct,1197831,3/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,45.00,450,"202,500.00","121,500.00",60%,Outlet
Sports Direct,1197831,4/10/2021,South,Alabama,Birmingham,Men's Apparel,50.00,425,"212,500.00","95,625.00",45%,Outlet
Sports Direct,1197831,5/10/2021,South,Alabama,Birmingham,Women's Apparel,60.00,625,"375,000.00","243,750.00",65%,Outlet
Sports Direct,1197831,6/10/2021,South,Alabama,Birmingham,Men's Street Footwear,60.00,775,"465,000.00","232,500.00",50%,Outlet
Sports Direct,1197831,7/10/2021,South,Alabama,Birmingham,Men's Athletic Footwear,60.00,775,"465,000.00","232,500.00",50%,Outlet
Sports Direct,1197831,8/10/2021,South,Alabama,Birmingham,Women's Street Footwear,65.00,700,"455,000.00","227,500.00",50%,Outlet
Sports Direct,1197831,9/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,65.00,550,"357,500.00","214,500.00",60%,Outlet
Sports Direct,1197831,10/10/2021,South,Alabama,Birmingham,Men's Apparel,60.00,500,"300,000.00","135,000.00",45%,Outlet
Sports Direct,1197831,11/10/2021,South,Alabama,Birmingham,Women's Apparel,70.00,750,"525,000.00","341,250.00",65%,Outlet
Amazon,1185732,12/10/2021,South,Alabama,Birmingham,Men's Street Footwear,40.00,450,"180,000.00","63,000.00",35%,Outlet
Amazon,1185732,13/10/2021,South,Alabama,Birmingham,Men's Athletic Footwear,40.00,250,"100,000.00","35,000.00",35%,Outlet
Amazon,1185732,14/10/2021,South,Alabama,Birmingham,Women's Street Footwear,30.00,250,"75,000.00","30,000.00",40%,Outlet
Amazon,1185732,15/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,35.00,100,"35,000.00","10,500.00",30%,Outlet
Amazon,1185732,16/10/2021,Northeast,Maine,Portland,Men's Apparel,50.00,150,"75,000.00","18,750.00",25%,Outlet
Amazon,1185732,17/10/2021,Northeast,Maine,Portland,Women's Apparel,40.00,250,"100,000.00","40,000.00",40%,Outlet
Amazon,1185732,18/10/2021,Northeast,Maine,Portland,Men's Street Footwear,40.00,500,"200,000.00","70,000.00",35%,Outlet
Amazon,1185732,19/10/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.00,150,"60,000.00","21,000.00",35%,Outlet
Amazon,1185732,20/10/2021,Northeast,Maine,Portland,Women's Street Footwear,30.00,200,"60,000.00","24,000.00",40%,Outlet
Amazon,1185732,21/10/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.00,75,"26,250.00","7,875.00",30%,Outlet
Amazon,1185732,22/10/2021,Northeast,Maine,Portland,Men's Apparel,50.00,150,"75,000.00","18,750.00",25%,Outlet
Amazon,1185732,23/10/2021,Northeast,Maine,Portland,Women's Apparel,40.00,250,"100,000.00","40,000.00",40%,Outlet
Amazon,1185732,24/10/2021,Northeast,Maine,Portland,Men's Street Footwear,40.00,470,"188,000.00","65,800.00",35%,Outlet
Amazon,1185732,25/10/2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.00,175,"70,000.00","24,500.00",35%,Outlet
Amazon,1185732,26/10/2021,Northeast,Maine,Portland,Women's Street Footwear,30.00,200,"60,000.00","24,000.00",40%,Outlet
Amazon,1185732,27/10/2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.00,50,"17,500.00","5,250.00",30%,Outlet
